TYPE	PARAM	TRUE	AVG	BIAS	LOW	AVG.1	UPP	COV	AF1	TRUETIME1	LOWTIME1	MEDTIME1	UPPTIME1	AF2	TRUETIME2	LOWTIME2	MEDTIME2	UPPTIME2
BIASALLELEFREQ	0.6	0.03	0.0300557590973993	-5.57590973993688e-05	0.0269419583118414	0.0300557590973993	0.0331695598829572	0.9461	0.05	100	127	114	103	0.01	156	189	169	154
BIASALLELEFREQ	0.55	0.03	0.03000328898391	-3.288983910075538e-06	0.0267918254942272	0.03000328898391	0.0332147524735928	0.9505	0.05	100	119	107	97	0.01	156	182	163	147
BIASALLELEFREQ	0.5	0.03	0.0300203143516397	-2.0314351639776768e-05	0.0266960981776726	0.0300203143516397	0.0333445305256069	0.948	0.05	100	112	100	90	0.01	156	175	156	141
BIASALLELEFREQ	0.45	0.03	0.0301839245481713	-0.0001839245481713	0.0267061098177225	0.0301839245481713	0.0336617392786201	0.9569	0.05	100	105	93	83	0.01	156	167	148	133
BIASALLELEFREQ	0.4	0.03	0.0305377048653823	-0.0005377048653823	0.0268463637045635	0.0305377048653823	0.0342290460262011	0.9575	0.05	100	96	85	76	0.01	156	159	140	125
BIASALLELEFREQ	0.7	0.03	0.0308610427243893	-0.0008610427243893	0.0278292106012309	0.0308610427243893	0.0338928748475478	0.9155	0.05	100	139	125	114	0.01	156	199	180	164
BIASALLELEFREQ	0.52	0.03	0.0299765139536654	2.348604633452614e-05	0.0267012026904189	0.0299765139536654	0.033251825216912	0.9496	0.05	100	115	103	93	0.01	156	178	159	143
BIASALLELEFREQ	0.48	0.03	0.0300341525598516	-3.415255985169188e-05	0.0266541967175202	0.0300341525598516	0.0334141084021831	0.9555	0.05	100	109	97	88	0.01	156	172	153	138
BIASALLELEFREQ	0.3	0.03	0.0319694051502709	-0.0019694051502709	0.0276569584600622	0.0319694051502709	0.0362818518404796	0.9146	0.05	100	77	67	59	0.01	156	138	120	106
